ve_ref,token_w_punct,token,lemma,syntax,modern_english,morphology
1926.t3,"healle,",healle,heall,f,hall,ds
1926.t4,Hyġd,Hyġd,Hygd,np,Hygd,ns
1926.t5,swīðe,swīðe,swiðe,av,very,indeclinable
1926.t6,"ġeong,",ġeong,geong,a,young,nsf
1927.t1,wīs,wīs,wis,a,wise,nsf
1927.t2,"wēlþungen,",wēlþungen,wel-þungen,a,accomplished,nsf
1927.t3,þēah ðe,þēah ðe,þeah þe,c,although,indeclinable
1927.t4,wintra,wintra,winter,m,winter,gp
1927.t5,lȳt,lȳt,lyt,n,few,as
1928.t1,under,under,under,pp,within,indeclinable
1928.t2,burhlocan,burhlocan,burh-loca,m,stronghold,ds
1928.t3,gebiden,gebiden,gebidan,v,experience,pp
1928.t4,"hæbbe,",hæbbe,habban,v,have,prc3s
1929.t1,Hæreþes,Hæreþes,Hæreð,np,Hæreth,gs
1929.t2,dohtor;,dohtor,dohtor,f,daughter,ns
1929.t3,næs,næs,ne wesan,v,be not,p3s
1929.t4,hīo,hīo,heo,p,she,nsf
1929.t5,hnāh,hnāh,hnah,a,niggardly,nsf
1929.t6,"swā þēah,",swā þēah,swa þeah,av,however,indeclinable
1930.t1,nē,nē,ne,c,nor,indeclinable
1930.t2,tō,tō,to,av,too,indeclinable
1930.t3,gnēað,gnēað,gneað,a,miserly,nsf
1930.t4,gifa,gifa,gifu,f,gift,gp
1930.t5,Gēata,Gēata,Geatas,np,Geats,gp
1930.t6,"lēodum,",lēodum,leod,m,man,dp
1931.t1,māþmgestrēona.,māþmgestrēona,maððum-gestreona,n,treasure,gp
1931.t2,Mōdþrȳðo,Mōdþrȳðo,mod-þryð,f,arrogance,ap
1931.t3,wæg,wæg,wegan,v,bear,p3s
1932.t1,"Fremu,",Fremu,Fremu,np,Fremu,ns
1932.t2,folces,folces,folc,n,people,gs
1932.t3,"cwēn,",cwēn,cwen,f,queen,ns
1932.t4,firen’,firen’,fyren,f,crime,as
1932.t5,ondrysne;,ondrysne,ondrysne,a,terrible,asf
1933.t1,nǣnig,nǣnig,nænig,p,no one,nsm
1933.t2,þæt,þæt,þæt,d,that,asn
1933.t3,dorste,dorste,durran,v,dare,p3s
1933.t4,dēor,dēor,deor,a,brave,nsm
1933.t5,genēþan,genēþan,geneðan,v,venture,i
1934.t1,swǣsra,swǣsra,swæs,a,own,gpm
1934.t2,"gesīða,",gesīða,gesið,m,companion,gp
1934.t3,nefne,nefne,nefne,c,except,indeclinable
1934.t4,"sinfrea,",sinfrea,sinfrea,m,lord,ns
1935.t1,þæt,þæt,þæt,c,that,indeclinable
1935.t2,hire,hire,heo,p,she,dsf
1935.t3,an,an,on,pp,upon,indeclinable
1935.t4,dæges,dæges,dæg,m,(by) day,gs
1935.t5,ēagum,ēagum,eage,n,eye,dp
1935.t6,"starede,",starede,starian,v,look,p3s
1936.t1,ac,ac,ac,c,but,indeclinable
1936.t2,him,him,he,p,himself,dsm
1936.t3,wælbende,wælbende,wæl-bend,f,deadly bond,ap
1936.t4,weotode,weotode,weotian,v,appoint,ppapf
1936.t5,tealde,tealde,tellan,v,consider,p3s
1937.t1,handgewriþene;,handgewriþene,hand-gewriþen,a,twisted by hand,apf
1937.t2,hraþe,hraþe,hraðe,av,quickly,indeclinable
1937.t3,seoþðan,seoþðan,siððan,av,afterwards,indeclinable
1937.t4,wæs,wæs,wesan,v,be,p3s
1938.t1,æfter,æfter,æfter,pp,after,indeclinable
1938.t2,mundgripe,mundgripe,mund-gripe,m,seizure,ds
1938.t3,mēce,mēce,mece,m,sword,ns
1938.t4,"geþinged,",geþinged,geþingan,v,determine,pp
1939.t1,þæt,þæt,þæt,c,so that,indeclinable
1939.t2,hit,hit,hit,p,it,asn
1939.t3,sceādenmǣl,sceādenmǣl,sceaden-mæl,n,wave-patterned sword,ns
1939.t4,scȳran,scȳran,sciran,v,settle,i
1939.t5,"mōste,",mōste,motan,v,might,p3s
1940.t1,cwealmbealu,cwealmbealu,cwealm-bealo,n,deadly evil,as
1940.t2,cȳðan.,cȳðan,cyðan,v,display,i
1940.t3,Ne,Ne,ne,av,not,indeclinable
1940.t4,bið,bið,beon,v,be,pr3s
1940.t5,swylċ,swylċ,swylc,p,such,nsm
1940.t6,cwēnlīċ,cwēnlīċ,cwenlic,a,queenly,nsm
1940.t7,þēaw,þēaw,þeaw,m,custom,ns
1941.t1,idese,idese,ides,f,woman,ds
1941.t2,tō,tō,to,pp,to,indeclinable
1941.t3,"efnanne,",efnanne,æfnan,v,practise,if
1941.t4,þēah ðe,þēah ðe,þeah þe,c,although,indeclinable
1941.t5,hīo,hīo,heo,p,she,nsf
1941.t6,ǣnlicu,ǣnlicu,ænlic,a,peerless,nsf
1941.t7,"sȳ,",sȳ,beon,v,be,prc3s
1942.t1,þætte,þætte,þætte,c,that,indeclinable
1942.t2,freoðuwebbe,freoðuwebbe,freoðo-webbe,f,peace-weaver,ns
1942.t3,fēores,fēores,feorh,m,life,gs
1942.t4,onsǣce,onsǣce,onsecan,v,deprive,prc3s
1943.t1,æfter,æfter,æfter,pp,on account of,indeclinable
1943.t2,ligetorne,ligetorne,lyge-torn,n,pretended insult,ds
1943.t3,lēofne,lēofne,leof,a,dear,asm
1943.t4,mannan.,mannan,monna,m,man,as
1944.t1,Hūru,Hūru,huru,av,however,indeclinable
1944.t2,þæt,þæt,þæt,d,that,asn
1944.t3,onhōhsnode,onhōhsnode,onhohsnian,v,stop (?),p3s
1944.t4,Hemminges,Hemminges,Hemming,np,Hemming,gs
1944.t5,mǣg:,mǣg,mæg,m,kinsman,ns
1945.t1,ealodrincende,ealodrincende,ealu-drincend,m,ale-drinker,np
1945.t2,ōðer,ōðer,oþer,a,other (=further),asn
1945.t3,"sǣdan,",sǣdan,secgan,v,say,p3p
1946.t1,þæt,þæt,þæt,c,that,indeclinable
1946.t2,hīo,hīo,heo,p,she,nsf
1946.t3,lēodbealewa,lēodbealewa,leod-bealo,n,injury to the people,gp
1946.t4,lǣs,lǣs,læs,n,less,as
1946.t5,"gefremede,",gefremede,gefremman,v,perform,p3s
1947.t1,"inwitnīða,",inwitnīða,inwit-nið,m,hostile act,gp
1947.t2,syððan,syððan,siððan,c,when,indeclinable
1947.t3,ǣrest,ǣrest,ærest,av,first,indeclinable
1947.t4,wearð,wearð,weorðan,v,be,p3s
1948.t1,gyfen,gyfen,gifan,v,give,pp
1948.t2,goldhroden,goldhroden,gold-hroden,a,gold-adorned,nsf
1948.t3,geongum,geongum,geong,a,young,dsm
1948.t4,"cempan,",cempan,cempa,m,warrior,ds
1949.t1,æðelum,æðelum,æþelu,n,lineage,dp
1949.t2,"dīore,",dīore,deore,a,dear,nsf
1949.t3,syððan,syððan,siððan,c,after,indeclinable
1949.t4,hīo,hīo,heo,p,she,nsf
1949.t5,Offan,Offan,Offa,np,Offa,gs
1949.t6,flet,flet,flet,n,hall,as
1950.t1,ofer,ofer,ofer,pp,across,indeclinable
1950.t2,fealone,fealone,fealu,a,glossy (?),asm
1950.t3,flōd,flōd,flod,m,flood,as
1950.t4,be,be,be,pp,by,indeclinable
1950.t5,fæder,fæder,fæder,m,father,gs
1950.t6,lāre,lāre,lar,f,advice,ds
1951.t1,sīðe,sīðe,sið,m,journey,ds
1951.t2,gesōhte;,gesōhte,gesecan,v,seek out,p3s
1951.t3,ðǣr,ðǣr,þær,c,where,indeclinable
1951.t4,hīo,hīo,heo,p,she,nsf
1951.t5,syððan,syððan,siððan,av,afterwards,indeclinable
1951.t6,well,well,wel,av,well,indeclinable
1952.t1,in,in,in,pp,on,indeclinable
1952.t2,"gumstōle,",gumstōle,gum-stol,m,throne,ds
1952.t3,gōde,gōde,god,n,goodness,ds
1952.t4,"mǣre,",mǣre,mære,a,famous,nsf
1953.t1,līfgesceafta,līfgesceafta,lif-gesceaft,f,life ordered by fate,gp
1953.t2,lifigende,lifigende,libban,v,live,pprnsf
1953.t3,"brēac,",brēac,brucan,v,make use of,p3s
1954.t1,hīold,hīold,healdan,v,hold,p3s
1954.t2,hēahlufan,hēahlufan,heah-lufu,f,deep love,as
1954.t3,wið,wið,wið,pp,for,indeclinable
1954.t4,hæleþa,hæleþa,hæle,m,man,gp
1954.t5,"brego,",brego,brego,m,lord,as
1955.t1,ealles,ealles,eall,a,all,gsn
1955.t2,moncynnes,moncynnes,monn-cynn,n,mankind,gs
1955.t3,mīne,mīne,min,p,my,isn
1955.t4,gefrǣge,gefrǣge,gefræge,n,knowledge,is
1956.t1,þone,þone,se,d,the,asm
1956.t2,sēlestan,sēlestan,selest,a,best,gsms
1956.t3,bī,bī,be,pp,between,indeclinable
1956.t4,sǣm,sǣm,sæ,m,sea,dp
1956.t5,"twēonum,",twēonum,tweone,nu,two,dpm
1957.t1,eormencynnes;,eormencynnes,eormen-cynn,n,humankind,gs
1957.t2,forðām,forðām,forðam,av,indeed,indeclinable
1957.t3,Offa,Offa,Offa,np,Offa,ns
1957.t4,wæs,wæs,wesan,v,be,p3s
1958.t1,geofum,geofum,gifu,f,gift,dp
1958.t2,ond,ond,ond,c,and,indeclinable
1958.t3,"gūðum,",gūðum,guð,f,battle,dp
1958.t4,gārcēne,gārcēne,gar-cene,a,spear-bold,nsm
1958.t5,"man,",man,monn,m,man,ns
1959.t1,wīde,wīde,wide,av,widely,indeclinable
1959.t2,"geweorðod,",geweorðod,weorðian,v,honour,pp
1959.t3,wīsdōme,wīsdōme,wisdom,m,wisdom,ds
1959.t4,hēold,hēold,healdan,v,hold,p3s
1960.t1,ēðel,ēðel,eþel,m,native land,as
1960.t2,sīnne;,sīnne,sin,p,his,asm
1960.t3,þonon,þonon,þonan,av,thence,indeclinable
1960.t4,Ēomēr,Ēomēr,Eomer,np,Eomer,ns
1960.t5,wōc,wōc,wæcnan,v,be born,p3s
1961.t1,hæleðum,hæleðum,hæle,m,man,dp
1961.t2,tō,tō,to,pp,as,indeclinable
1961.t3,"helpe,",helpe,help,f,help,ds
1961.t4,Hemminges,Hemminges,Hemming,np,Hemming,gs
1961.t5,"mǣg,",mǣg,mæg,m,kinsman,ns
1962.t1,nefa,nefa,nefa,m,grandson,ns
1962.t2,"Gārmundes,",Gārmundes,Garmund,np,Garmund,gs
1962.t3,nīða,nīða,nið,m,assault,gp
1962.t4,cræftig.,cræftig,cræftig,a,powerful,nsm
1963.t1,Gewāt,Gewāt,gewitan,v,go,p3s
1963.t2,him,him,he,p,himself,dsm
1963.t3,ðā,ðā,þa,av,then,indeclinable
1963.t4,se,se,se,d,the,nsm
1963.t5,hearda,hearda,heard,a,hardy,nsm
1963.t6,mid,mid,mid,pp,with,indeclinable
1963.t7,his,his,he,p,his,gsm
1963.t8,hondscole,hondscole,hand-scolu,f,troop of retainers,ds
1964.t1,sylf,sylf,self,p,(he) self,nsm
1964.t2,æfter,æfter,æfter,pp,along,indeclinable
1964.t3,sande,sande,sand,n,beach,ds
1964.t4,sǣwong,sǣwong,sæ-wong,m,plain by the sea,as
1964.t5,"tredan,",tredan,tredan,v,tread,i
1965.t1,wīde,wīde,wid,a,wide,apm
1965.t2,waroðas.,waroðas,waroð,m,shore,ap
1965.t3,Woruldcandel,Woruldcandel,worold-candel,f,world's candle,ns
1965.t4,"scān,",scān,scinan,v,shine,p3s
1966.t1,sigel,sigel,sigel,n,sun,ns
1966.t2,sūðan,sūðan,suðan,av,from the south,indeclinable
1966.t3,fūs.,fūs,fus,a,hastening,nsn
1966.t4,Hī,Hī,hie,p,they,npm
1966.t5,sīð,sīð,sið,m,journey,as
1966.t6,"drugon,",drugon,dreogan,v,make,p3p
1967.t1,elne,elne,ellen,n,eagerness,ds
1967.t2,"geēodon,",geēodon,gegan,v,go,p3p
1967.t3,tō ðæs ðe,tō ðæs ðe,to þæs þe,c,to where,indeclinable
1967.t4,eorla,eorla,eorl,m,warrior,gp
1967.t5,"hlēo,",hlēo,hleo,m,protection,as
1968.t1,bonan,bonan,bana,m,slayer,as
1968.t2,Ongenþēoes,Ongenþēoes,Ongenþeow,np,Ongentheow,gs
1968.t3,burgum,burgum,burh,f,stronghold,dp
1968.t4,in,in,in,pp,in,indeclinable
1968.t5,"innan,",innan,innan,av,inside,indeclinable
1969.t1,geongne,geongne,geong,a,young,asm
1969.t2,gūðcyning,gūðcyning,guð-cyning,m,war-king,as
1969.t3,gōdne,gōdne,god,a,good,asm
1969.t4,gefrūnon,gefrūnon,gefrignan,v,hear,p3p
1970.t1,hringas,hringas,hring,m,ring,ap
1970.t2,dǣlan.,dǣlan,dælan,v,distribute,i
1970.t3,Higelāce,Higelāce,Hygelac,np,Hygelac,ds
1970.t4,wæs,wæs,wesan,v,be,p3s
1971.t1,sīð,sīð,sið,m,journey,ns
1971.t2,Bēowulfes,Bēowulfes,Beowulf,np,Beowulf,gs
1971.t3,snūde,snūde,snude,av,quickly,indeclinable
1971.t4,"gecȳðed,",gecȳðed,gecyðan,v,make known,pp
1972.t1,þæt,þæt,þæt,c,that,indeclinable
1972.t2,ðǣr,ðǣr,þær,av,there,indeclinable
1972.t3,on,on,on,pp,in,indeclinable
1972.t4,worðig,worðig,worðig,m,precincts,as
1972.t5,wīgendra,wīgendra,wigend,m,warrior,gp
1972.t6,hlēo,hlēo,hleo,m,protection,ns
1973.t1,lindgestealla,lindgestealla,lind-gestealla,m,shield-companion,ns
1973.t2,lifigende,lifigende,libban,v,live,pprnsm
1973.t3,"cwōm,",cwōm,cuman,v,come,p3s
1974.t1,heaðolāces,heaðolāces,heaþo-lac,n,play of battle,gs
1974.t2,hāl,hāl,hal,a,unharmed,nsm
1974.t3,tō,tō,to,pp,to,indeclinable
1974.t4,hofe,hofe,hof,n,dwelling,ds
1974.t5,gongan.,gongan,gangan,v,walk,i
1975.t1,Hraðe,Hraðe,hraðe,av,quickly,indeclinable
1975.t2,wæs,wæs,wesan,v,be,p3s
1975.t3,"gerȳmed,",gerȳmed,geryman,v,clear,pp
1975.t4,swā,swā,swa,c,as,indeclinable
1975.t5,se,se,se,d,the,nsm
1975.t6,rīca,rīca,rice,a,powerful,nsm
1975.t7,"bebēad,",bebēad,bebeodan,v,order,p3s
1976.t1,fēðegestum,fēðegestum,feþe-gist,m,foot-guest,dp
1976.t2,flet,flet,flet,n,hall,ns
1976.t3,innanweard.,innanweard,innanweard,a,interior,nsn
1977.t1,Gesæt,Gesæt,gesittan,v,sit down,p3s
1977.t2,þā,þā,þa,av,then,indeclinable
1977.t3,wið,wið,wið,pp,opposite,indeclinable
1977.t4,sylfne,sylfne,self,p,(he) self,asm
1977.t5,sē,sē,se,d,he who,nsm
1977.t6,ðā,ðā,seo,d,the,asf
1977.t7,sæcce,sæcce,sæcc,f,fight,as
1977.t8,"genæs,",genæs,genesan,v,survive,p3s
1978.t1,mǣġ,mǣġ,mæg,m,kinsman,ns
1978.t2,wið,wið,wið,pp,opposite,indeclinable
1978.t3,"mǣge,",mǣge,mæg,m,kinsman,ds
1978.t4,syððan,syððan,siððan,c,after,indeclinable
1978.t5,mandryhten,mandryhten,monn-dryhten,m,lord,as
1979.t1,þurh,þurh,þurh,pp,with,indeclinable
1979.t2,hlēoðorcwyde,hlēoðorcwyde,hleoðor-cwide,m,ceremonious speech,as
1979.t3,holdne,holdne,hold,a,well-disposed,asm
1979.t4,"gegrētte,",gegrētte,gegretan,v,greet,p3s
1980.t1,mēaglum,mēaglum,meagol,a,hearty,dpn
1980.t2,wordum.,wordum,word,n,word,dp
1980.t3,Meoduscencum,Meoduscencum,medu-scenc,m,mead-cup,dp
1980.t4,hwearf,hwearf,hweorfan,v,go,p3s
1981.t1,geond,geond,geond,pp,through,indeclinable
1981.t2,þæt,þæt,þæt,d,the,asn
1981.t3,healreced,healreced,heal-reced,n,hall,as
1981.t4,Hæreðes,Hæreðes,Hæreð,np,Hæreth,gs
1981.t5,"dohtor,",dohtor,dohtor,f,daughter,ns
1982.t1,lufode,lufode,lufian,v,treat kindly,p3s
1982.t2,ðā,ðā,se,d,the,apm
1982.t3,"lēode,",lēode,leod,m,man,ap
1982.t4,līðwǣge,līðwǣge,lið-wæge,n,cup,as
1982.t5,bær,bær,beran,v,bear,p3s
1983.t1,hæleðum,hæleðum,hæle,m,man,dp
1983.t2,tō,tō,to,pp,in,indeclinable
1983.t3,handa.,handa,hand,f,hand,ds
1983.t4,Higelāc,Higelāc,Hygelac,np,Hygelac,ns
1983.t5,ongan,ongan,onginnan,v,begin,p3s
1984.t1,sīnne,sīnne,sin,p,his,asm
1984.t2,geseldan,geseldan,geselda,m,companion,as
1984.t3,in,in,in,pp,in,indeclinable
1984.t4,sele,sele,sele,m,hall,ds
1984.t5,þām,þām,se,d,the,dsm
1984.t6,hēan,hēan,heah,a,high,dsm
1985.t1,fægre,fægre,fægere,av,fittingly,indeclinable
1985.t2,fricgcean;,fricgcean,fricgan,v,question,i
1985.t3,hyne,hyne,he,p,he,asm
1985.t4,fyrwet,fyrwet,fyrwet,n,curiosity,ns
1985.t5,"bræc,",bræc,brecan,v,press,p3s
1986.t1,hwylce,hwylce,hwylc,p,what,npm
1986.t2,Sǣ-Ġēata,Sǣ-Ġēata,Sæ-Geatas,np,Sea-Geats,gp
1986.t3,sīðas,sīðas,sið,m,exploit,np
1986.t4,wǣron:,wǣron,wesan,v,be,p3p
1987.t1,Hū,Hū,hu,av,how (=what),indeclinable
1987.t2,lomp,lomp,limpan,v,happen,p3s
1987.t3,ēow,ēow,ge,p,you,dp
1987.t4,on,on,on,pp,in,indeclinable
1987.t5,"lāde,",lāde,lad,f,voyage,ds
1987.t6,lēofa,lēofa,leof,a,dear,nsm
1987.t7,"Bīowulf,",Bīowulf,Beowulf,np,Beowulf,ns
1988.t1,þā,þā,þa,c,when,indeclinable
1988.t2,ðū,ðū,þu,p,you,ns
1988.t3,fǣringa,fǣringa,færinga,av,suddenly,indeclinable
1988.t4,feorr,feorr,feor,av,far,indeclinable
1988.t5,gehogodest,gehogodest,gehycgan,v,resolve,p2s
1989.t1,sæcce,sæcce,sæcc,f,fight,as
1989.t2,sēcean,sēcean,secan,v,seek out,i
1989.t3,ofer,ofer,ofer,pp,across,indeclinable
1989.t4,sealt,sealt,sealt,a,salt,asn
1989.t5,"wæter,",wæter,wæter,n,water,as
1990.t1,hilde,hilde,hild,f,battle,as
1990.t2,tō,tō,to,pp,in,indeclinable
1990.t3,Hiorote?,Hiorote,Heorot,np,Heorot,ds
1990.t4,Ac,Ac,ac,c,but,indeclinable
1990.t5,ðū,ðū,þu,p,you,ns
1990.t6,Hrōðgāre,Hrōðgāre,Hroðgar,np,Hrothgar,ds
1991.t1,wīdcūðne,wīdcūðne,wid-cuð,a,widely known,asm
1991.t2,wēan,wēan,wea,m,woe,as
1991.t3,wihte,wihte,wihte,av,at all,indeclinable
1991.t4,"gebēttest,",gebēttest,gebetan,v,remedy,p2s
1992.t1,mǣrum,mǣrum,mære,a,famous,dsm
1992.t2,ðēodne?,ðēodne,þeoden,m,lord,ds
1992.t3,Ic,Ic,ic,p,I,ns
1992.t4,ðæs,ðæs,þæt,d,that,gsn
1992.t5,mōdceare,mōdceare,mod-cearu,f,anxiety of mind,as
1993.t1,sorhwylmum,sorhwylmum,sorh-wylm,m,surging sorrow,dp
1993.t2,"sēað,",sēað,seoðan,v,brood over,p1s
1993.t3,sīðe,sīðe,sið,m,undertaking,ds
1993.t4,ne,ne,ne,av,not,indeclinable
1993.t5,trūwode,trūwode,truwian,v,trust in,p3s
1994.t1,lēofes,lēofes,leof,a,beloved,gsm
1994.t2,mannes;,mannes,monn,m,man,gs
1994.t3,ic,ic,ic,p,I,ns
1994.t4,ðē,ðē,þu,p,you,as
1994.t5,lange,lange,longe,av,long,indeclinable
1994.t6,bæd,bæd,biddan,v,beg,p1s
1995.t1,þæt,þæt,þæt,c,that,indeclinable
1995.t2,ðū,ðū,þu,p,you,ns
1995.t3,þone,þone,se,d,that,asm
1995.t4,wælgǣst,wælgǣst,wæl-gast,m,murderous demon,as
1995.t5,wihte,wihte,wihte,av,at all,indeclinable
1995.t6,ne,ne,ne,av,not,indeclinable
1995.t7,"grētte,",grētte,gretan,v,approach,pc2s
1996.t1,lēte,lēte,lætan,v,let,pc2s
1996.t2,Sūð-Dene,Sūð-Dene,Suð-Dene,np,South-Danes,ap
1996.t3,sylfe,sylfe,self,p,self,apm
1996.t4,geweorðan,geweorðan,geweorðan,v,settle,i
1997.t1,gūðe,gūðe,guð,f,war,gs
1997.t2,wið,wið,wið,pp,with,indeclinable
1997.t3,Grendel.,Grendel,Grendel,np,Grendel,as
1997.t4,Gode,Gode,God,np,God,ds
1997.t5,ic,ic,ic,p,I,ns
1997.t6,þanc,þanc,þanc,m,thanks,as
1997.t7,secge,secge,secgan,v,say,pr1s
1998.t1,þæs ðe,þæs ðe,þæs þe,c,because,indeclinable
1998.t2,ic,ic,ic,p,I,ns
1998.t3,ðē,ðē,þu,p,you,as
1998.t4,gesundne,gesundne,gesund,a,unharmed,asm
1998.t5,gesēon,gesēon,geseon,v,see,i
1998.t6,mōste.’,mōste,motan,v,might,p1s
1999.t1,Bīowulf,Bīowulf,Beowulf,np,Beowulf,ns
1999.t2,"maðelode,",maðelode,maþelian,v,speak,p3s
1999.t3,bearn,bearn,bearn,n,son,ns
1999.t4,Ecgðīoes:,Ecgðīoes,Ecgþeow,np,Ecgtheow,gs
2000.t1,Þæt,Þæt,þæt,d,that,nsn
2000.t2,is,is,beon,v,be,pr3s
2000.t3,"undyrne,",undyrne,undyrne,a,manifest,nsn
2000.t4,dryhten,dryhten,dryhten,m,lord,ns
2000.t5,"Higelāc,",Higelāc,Hygelac,np,Hygelac,ns
2001.t1,mǣru,mǣru,mære,a,famous,nsf
2001.t2,gemēting,gemēting,gemeting,f,encounter,ns
2001.t3,monegum,monegum,monig,a,many,dpm
2001.t4,"fīra,",fīra,firas,m,men,gp
2002.t1,hwylc,hwylc,hwylc,p,what,nsf
2002.t2,orleghwīl,orleghwīl,orleg-hwil,f,time of war,ns
2002.t3,uncer,uncer,wit,p,we two,gd
2002.t4,Grendles,Grendles,Grendel,np,Grendel,gs
2003.t1,wearð,wearð,weorðan,v,be,p3s
2003.t2,on,on,on,pp,in,indeclinable
2003.t3,ðām,ðām,se,d,the,dsm
2003.t4,"wange,",wange,wong,m,place,ds
2003.t5,þǣr,þǣr,þær,c,where,indeclinable
2003.t6,hē,hē,he,p,he,nsm
2003.t7,worna,worna,worn,m,a great number,gp
2003.t8,fela,fela,fela,n,many (worn fela=a great many),in
2004.t1,Siġe-Scyldingum,Siġe-Scyldingum,Sige-Scyldingas,np,Victory-Scyldings,dp
2004.t2,sorge,sorge,sorh,f,sorrow,gp
2004.t3,"gefremede,",gefremede,gefremman,v,inflict,p3s
2005.t1,yrmðe,yrmðe,yrmþu,f,misery,gp
2005.t2,tō,tō,to,pp,for,indeclinable
2005.t3,aldre;,aldre,ealdor,n,life (to aldre=all the time),ds
2005.t4,ic,ic,ic,p,I,ns
2005.t5,ðæt,ðæt,þæt,d,that,asn
2005.t6,eall,eall,eall,a,all,asn
2005.t7,"gewræc,",gewræc,gewrecan,v,avenge,p1s
2006.t1,swā,swā,swa,c,so that,indeclinable
2006.t2,begylpan,begylpan,begylpan,v,boast of,i
2006.t3,ne,ne,ne,av,not,indeclinable
2006.t4,þearf,þearf,þurfan,v,need,pr3s
2006.t5,Grendeles,Grendeles,Grendel,np,Grendel,gs
2006.t6,māga,māga,mæg,m,kinsman,gp
2007.t1,ǣnig,ǣnig,ænig,p,any,nsm
2007.t2,ofer,ofer,ofer,pp,on,indeclinable
2007.t3,eorðan,eorðan,eorðe,f,earth,as
2007.t4,ūhthlem,ūhthlem,uht-hlem,m,uproar at night,as
2007.t5,"þone,",þone,se,d,that,asm
2008.t1,sē,sē,se,d,that,nsm
2008.t2,ðe,ðe,þe,r,who,in
2008.t3,lengest,lengest,longe,av,long,s
2008.t4,leofað,leofað,libban,v,live,pr3s
2008.t5,lāðan,lāðan,lað,a,hateful,gsn
2008.t6,"cynnes,",cynnes,cynn,n,race,gs
2009.t1,fǣre,fǣre,fær,m,danger,ds
2009.t2,bifongen.,bifongen,befon,v,envelop,ppnsm
2009.t3,Iċ,Iċ,ic,p,I,ns
2009.t4,ðǣr,ðǣr,þær,av,there,indeclinable
2009.t5,furðum,furðum,furþum,av,first,indeclinable
2009.t6,cwōm,cwōm,cuman,v,come,p1s
2010.t1,tō,tō,to,pp,to,indeclinable
2010.t2,ðām,ðām,se,d,the,dsm
2010.t3,hringsele,hringsele,hring-sele,m,ring-hall,ds
2010.t4,Hrōðgār,Hrōðgār,Hroðgar,np,Hrothgar,as
2010.t5,grētan;,grētan,gretan,v,greet,i
2011.t1,sōna,sōna,sona,av,immediately,indeclinable
2011.t2,mē,mē,ic,p,I,ds
2011.t3,se,se,se,d,the,nsm
2011.t4,mǣra,mǣra,mære,a,famous,nsm
2011.t5,mago,mago,mago,m,son,ns
2011.t6,"Healfdenes,",Healfdenes,Healfdene,np,Healfdene,gs
2012.t1,syððan,syððan,siððan,c,when,indeclinable
2012.t2,hē,hē,he,p,he,nsm
2012.t3,mōdsefan,mōdsefan,mod-sefa,m,mind,as
2012.t4,mīnne,mīnne,min,p,my,asm
2012.t5,"cūðe,",cūðe,cunnan,v,know,p3s
2013.t1,wið,wið,wið,pp,near,indeclinable
2013.t2,his,his,he,p,he,gsm
2013.t3,sylfes,sylfes,self,p,self,gsm
2013.t4,sunu,sunu,sunu,m,son,as
2013.t5,setl,setl,setl,n,seat,as
2013.t6,getǣhte.,getǣhte,getæcan,v,assign,p3s
2014.t1,Weorod,Weorod,werod,n,company,ns
2014.t2,wæs,wæs,wesan,v,be,p3s
2014.t3,on,on,on,pp,in,indeclinable
2014.t4,wynne;,wynne,wynn,f,joy,ds
2014.t5,ne,ne,ne,av,not,indeclinable
2014.t6,seah,seah,seon,v,see,p1s
2014.t7,ic,ic,ic,p,I,ns
2014.t8,wīdan,wīdan,wid,a,wide,asm
2014.t9,feorh,feorh,feorh,m,life (widan feorh=ever),as
2015.t1,under,under,under,pp,under,indeclinable
2015.t2,heofones,heofones,heofon,m,heaven,gs
2015.t3,hwealf,hwealf,hwealf,n,vault,as
2015.t4,healsittendra,healsittendra,heall-sittend,m,hall-sitter,gp
2016.t1,medudrēam,medudrēam,medu-dream,m,mead-gladness,as
2016.t2,māran.,māran,mara,a,greater,asmc
2016.t3,Hwīlum,Hwīlum,hwil,f,time (=at times),dp
2016.t4,mǣru,mǣru,mære,a,famous,nsf
2016.t5,"cwēn,",cwēn,cwen,f,queen,ns
2017.t1,friðusibb,friðusibb,freoðo-sibb,f,pledge of peace,ns
2017.t2,folca,folca,folc,n,people,gp
2017.t3,flet,flet,flet,n,hall,as
2017.t4,eall,eall,eall,a,all,asn
2017.t5,"geondhwearf,",geondhwearf,geondhweorfan,v,go through,p3s
2018.t1,bædde,bædde,bædan,v,encourage,p3s
2018.t2,byre,byre,byre,m,boy,ap
2018.t3,geonge;,geonge,geong,a,young,apm
2018.t4,oft,oft,oft,av,often,indeclinable
2018.t5,hīo,hīo,heo,p,she,nsf
2018.t6,bēahwriðan,bēahwriðan,beag-wriða,m,ring-band,as
2019.t1,secge,secge,secg,m,man,ds
2019.t2,sealde,sealde,sellan,v,give,p3s
2019.t3,ǣr,ǣr,ær,c,before,indeclinable
2019.t4,hīe,hīe,heo,p,she,nsf
2019.t5,tō,tō,to,pp,to,indeclinable
2019.t6,setle,setle,setl,n,seat,ds
2019.t7,gēong.,gēong,gangan,v,go,p3s
2020.t1,Hwīlum,Hwīlum,hwil,f,time (=at times),dp
2020.t2,for,for,for,pp,in front of,indeclinable
2020.t3,duguðe,duguðe,duguð,f,old retainers,ds
2020.t4,dohtor,dohtor,dohtor,f,daughter,ns
